segment_id,avg_pedestrians,avg_bikes,avg_cars,lon,lat
9000001786,27.38431281813975,48.76515502082369,289.28204534937527,13.553521794,52.43986895376979
9000002074,60.50243704305443,125.4557270511779,572.5044679122665,13.544411095452569,52.43657350200214
9000002109,1.4500683994528043,9.079343365253077,40.6265389876881,13.52852906564466,52.43285622180342
9000002554,25.7850790513834,4.941946640316205,30.483695652173914,13.630001993,52.31973930341479
9000002582,17.879708904109588,307.68236301369865,289.51498287671234,13.407004344,52.509395503328
9000003000,2.829214474845543,39.55251544571933,54.938658428949694,13.459694027440229,52.51464497302474
9000003045,5.138944824808699,14.690696737817156,2.688683044703987,13.458525953529024,52.513490505070955
9000003088,77.76773648648648,83.96072635135135,186.40244932432432,13.394412344000001,52.48782060527748
9000003172,5.399008674101611,35.75836431226766,297.72655927302765,13.531445001020035,52.484979413686936
9000003310,2.626947754353804,21.07699358386801,100.39780018331805,13.382427840126068,52.47388233173259
9000003320,24.054945054945055,37.431420431420435,329.8697598697599,13.4904281001222,52.51495009924028
9000003479,24.465797178599946,36.28506787330317,419.6978972584509,13.525917093999999,52.483789303348075
9000003516,0.5252022401991289,6.552582451773491,5.959551960174237,13.707935428146222,52.46747826528029
9000003520,6.937679376793768,40.76137761377614,240.96514965149652,13.377228964534998,52.54124449242781
9000003561,0.6946808510638298,9.689361702127659,71.34255319148936,13.315642978117602,52.49604520757898
9000003564,12.94953454189123,24.089171974522294,21.75502204801568,13.523058449093353,52.48703296917351
9000003642,8.579307201458523,12.170464904284412,23.77256153144941,13.546515814333775,52.438448160666915
9000003738,19.658154859967052,34.02965403624382,90.08978583196046,13.481486793999998,52.51458335325143
9000003747,7.269141531322505,172.34802784222737,614.7814385150812,13.487557055482796,52.50231331585295
9000003760,31.502052545155994,35.62274220032841,42.894909688013136,13.336966098717127,52.52845792219601
9000003769,5.074614422676115,59.88161734055856,367.22467694872864,13.43843245306532,52.51984492920856
9000003786,25.677165354330707,62.94073767094903,89.30667219229176,13.41055687328959,52.551672306257956
9000003790,71.3529411764706,190.60180995475113,853.0723981900453,13.550112194000002,52.438640703753585
9000003997,25.145611156685806,110.65340442986054,192.2497949138638,13.362415439151611,52.489159950466586
9000004010,11.78739458499778,74.77984909010209,409.8601864181092,13.36656251841373,52.58519642560438
9000004016,16.321158690176322,47.65827036104114,104.3232577665827,13.451890403240565,52.48649789687125
9000004024,4.8487084870848705,22.37310373103731,21.58179581795818,13.322282994,52.62443750320027
9000004030,5.902581587920117,26.79298587433025,136.4184120798831,13.627814057341405,52.37287378309381
9000004033,61.3398804440649,253.14944491887275,103.79419299743809,13.393514542741919,52.52619527646141
9000004035,28.84493041749503,107.52750165672632,55.51027170311465,13.310721068668498,52.499158969380794
9000004039,5.277235772357724,23.477235772357723,206.50243902439024,13.380465275339207,52.59942575275966
9000004074,20.242409867172675,28.692599620493358,40.12571157495256,13.321580913215008,52.50691453206326
9000004118,5.006514657980456,51.244299674267104,31.974755700325733,13.427743431061202,52.4893041961936
9000004129,13.489085948158253,76.79536152796726,388.9324693042292,13.625843798935414,52.44679440283061
9000004132,45.14041666666667,50.882083333333334,35.57958333333333,13.472151380480897,52.511477500593095
9000004187,14.549148099606816,65.8781127129751,85.17693315858453,13.370614794000002,52.4887262561435
9000004233,19.594653812445223,61.008326029798425,46.89307624890447,13.420150343999998,52.57912000315162
9000004284,9.092214006089604,59.473684210526315,63.39321444106133,13.535234562838031,52.48516445359785
9000004286,45.94102453723633,56.33534222987516,95.7292294446836,13.45657098504871,52.50981662031912
9000004381,2.200444883835887,4.542016806722689,22.482698961937718,13.626905634621172,52.37456241850786
9000004471,13.824947145877378,13.829175475687103,34.9877378435518,13.353242463999678,52.522012035999396
9000004519,6.948310948310948,30.73178673178673,138.8009768009768,13.625385761116284,52.45635152266857
9000004542,63.17085862966175,101.92411101474414,124.09236773633998,13.577108544,52.44523175311659
9000004544,16.728092783505154,47.36683848797251,66.2048969072165,13.464134044,52.48545795426765
9000004546,13.61602671118531,83.58931552587646,34.17153589315526,13.3909713880385,52.53076965322165
